"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","prob","stratum","psu","impdiff","impenv","impfree","impfun","imprich","impsafe","imptrad","ipadvnt","ipbhprp","ipcrtiv","ipeqopt","ipfrule","ipgdtim","iphlppl","iplylfr","ipmodst","iprspot","ipshabt","ipstrgv","ipsuces","ipudrst"
"ESS9e03_2",9,"3.2","23.11.2023",11049,"AT",0.59286696,0.42284828,0.30209145,0.12773885,0.0011523642,57,1652,6,3,4,4,6,2,3,6,3,5,2,3,5,3,2,2,6,5,3,6,2
"ESS9e03_2",9,"3.2","23.11.2023",11068,"AT",0.5811743,0.26981792,0.30209145,0.08150969,0.0011755485,59,1685,1,2,1,3,1,3,2,2,2,1,4,6,3,3,3,6,1,1,3,1,6
"ESS9e03_2",9,"3.2","23.11.2023",11088,"AT",0.53138053,0.46073815,0.30209145,0.13918506,0.0012857051,44,1270,1,1,2,1,3,2,2,3,1,3,1,3,1,2,1,3,2,3,1,2,2
"ESS9e03_2",9,"3.2","23.11.2023",11103,"AT",1.147137,1.7203634,0.30209145,0.5197071,0.00059556845,26,1132,2,2,2,2,5,1,4,4,2,2,2,2,2,1,2,4,2,2,2,1,2
"ESS9e03_2",9,"3.2","23.11.2023",11112,"AT",0.49669966,0.20856903,0.30209145,0.06300692,0.0013754764,74,1992,5,2,3,4,4,2,3,5,2,4,2,3,3,3,1,3,3,3,3,4,2
"ESS9e03_2",9,"3.2","23.11.2023",11121,"AT",1.5541488,3.291736,0.30209145,0.99440527,0.00043959668,28,1620,3,3,1,1,4,2,2,4,1,2,2,2,2,1,1,1,1,1,1,2,1
"ESS9e03_2",9,"3.2","23.11.2023",11154,"AT",0.9361719,0.68021643,0.30209145,0.20548756,0.000729779,30,291,4,1,2,3,4,2,1,5,2,2,2,3,3,2,1,4,1,2,2,2,2
"ESS9e03_2",9,"3.2","23.11.2023",11170,"AT",1.1871475,0.37100732,0.30209145,0.11207814,0.000575496,89,354,3,2,2,3,4,2,1,4,1,2,1,1,4,2,1,2,1,2,2,3,1
"ESS9e03_2",9,"3.2","23.11.2023",11191,"AT",0.53349274,0.22401889,0.30209145,0.06767419,0.0012806146,97,584,5,1,1,2,3,1,2,6,2,1,1,2,1,1,1,2,1,3,1,4,1
"ESS9e03_2",9,"3.2","23.11.2023",11200,"AT",0.52311665,0.41243735,0.30209145,0.124593794,0.0013060159,35,1057,4,1,1,4,4,1,5,6,1,1,2,1,4,1,1,1,1,1,1,3,1
"ESS9e03_2",9,"3.2","23.11.2023",11203,"AT",1.6543275,0.51701087,0.30209145,0.15618457,0.00041297663,81,119,3,1,3,3,5,1,1,5,2,3,3,1,3,1,1,2,2,3,1,2,1
"ESS9e03_2",9,"3.2","23.11.2023",11205,"AT",0.518673,0.83521247,0.30209145,0.25231054,0.0013172049,12,970,2,3,1,3,5,2,5,2,4,5,2,4,1,3,2,4,5,4,3,5,3
"ESS9e03_2",9,"3.2","23.11.2023",11212,"AT",1.2068704,0.95152515,0.30209145,0.2874476,0.00056609116,31,369,4,2,4,3,4,1,5,5,1,2,4,4,2,2,1,5,3,2,1,4,2
"ESS9e03_2",9,"3.2","23.11.2023",11247,"AT",1.235394,0.5187541,0.30209145,0.15671119,0.00055302086,71,1938,3,2,1,4,4,1,2,5,3,4,2,4,1,5,2,3,1,2,2,2,2
"ESS9e03_2",9,"3.2","23.11.2023",11259,"AT",1.722913,1.8340173,0.30209145,0.5540409,0.00039653693,48,1425,3,2,2,3,5,2,2,4,4,3,4,4,3,3,2,4,2,3,1,2,3
"ESS9e03_2",9,"3.2","23.11.2023",11270,"AT",0.9062915,1.4593897,0.30209145,0.44086915,0.00075383985,100,633,2,1,2,3,4,1,1,6,2,3,1,5,2,1,1,2,2,2,1,3,1
"ESS9e03_2",9,"3.2","23.11.2023",11316,"AT",0.61201316,0.42896006,0.30209145,0.12958516,0.0011163137,32,691,2,1,2,2,4,2,1,5,2,2,2,3,3,2,1,4,1,2,2,2,2
"ESS9e03_2",9,"3.2","23.11.2023",11389,"AT",1.037346,1.8468646,0.30209145,0.557922,0.00065860245,12,961,4,1,1,2,3,2,4,4,2,1,1,2,2,1,2,1,3,2,3,2,1
"ESS9e03_2",9,"3.2","23.11.2023",11486,"AT",1.3142464,0.51130927,0.30209145,0.15446216,0.00051984057,65,1808,3,2,2,2,5,2,1,8,1,2,2,2,1,2,2,3,1,2,8,3,3
"ESS9e03_2",9,"3.2","23.11.2023",11491,"AT",1.0462333,1.3936062,0.30209145,0.42099652,0.00065300794,35,1123,4,1,1,6,6,1,1,6,1,5,2,1,6,1,2,1,1,2,1,6,3
"ESS9e03_2",9,"3.2","23.11.2023",11507,"AT",1.1461278,1.6495,0.30209145,0.49829984,0.0005960929,105,766,3,2,2,2,3,2,2,5,3,2,1,4,2,3,1,4,3,3,1,3,2
"ESS9e03_2",9,"3.2","23.11.2023",11508,"AT",1.2240263,0.8579201,0.30209145,0.25917032,0.00055815687,32,713,3,1,2,2,4,2,1,4,2,2,2,3,3,2,1,4,2,2,2,2,2
"ESS9e03_2",9,"3.2","23.11.2023",11520,"AT",1.7807213,0.7477427,0.30209145,0.22588667,0.000383664,89,382,5,1,2,4,5,2,3,4,3,3,2,4,4,4,2,4,4,2,3,2,1
"ESS9e03_2",9,"3.2","23.11.2023",11532,"AT",0.75470674,1.2218015,0.30209145,0.3690958,0.00090525043,99,598,4,1,2,2,4,1,3,5,3,2,1,5,3,2,1,2,4,3,3,3,1
"ESS9e03_2",9,"3.2","23.11.2023",11555,"AT",0.62272334,0.66288036,0.30209145,0.20025049,0.0010971142,22,668,3,1,1,1,4,2,3,2,1,1,1,1,4,1,1,2,4,4,3,3,1
"ESS9e03_2",9,"3.2","23.11.2023",11557,"AT",1.4808671,0.46280068,0.30209145,0.13980813,0.0004613504,68,1894,4,1,2,3,4,2,1,3,2,3,2,3,2,2,1,3,2,2,2,2,2
"ESS9e03_2",9,"3.2","23.11.2023",11567,"AT",1.4152801,0.99196994,0.30209145,0.29966563,0.00048273033,42,1242,2,2,3,3,3,2,2,3,2,3,3,3,3,3,1,3,2,3,3,3,3
"ESS9e03_2",9,"3.2","23.11.2023",11573,"AT",0.5664083,0.41154847,0.30209145,0.124325275,0.0012061946,27,1154,1,1,1,2,6,3,4,2,2,1,1,6,1,2,1,1,2,3,4,3,1
"ESS9e03_2",9,"3.2","23.11.2023",11630,"AT",0.8761643,0.7595775,0.30209145,0.22946188,0.0007797609,65,1821,1,2,1,2,4,2,3,2,2,2,2,3,2,3,2,5,4,2,2,3,2
"ESS9e03_2",9,"3.2","23.11.2023",11642,"AT",0.9917577,2.4951901,0.30209145,0.7537756,0.00068887655,36,1141,2,2,2,3,1,3,2,2,3,1,3,2,3,3,2,4,2,3,2,2,2
"ESS9e03_2",9,"3.2","23.11.2023",11646,"AT",1.5683252,1.9815488,0.30209145,0.598609,0.00043562308,85,1786,1,1,1,1,1,3,1,3,1,1,1,3,1,1,1,1,3,1,1,1,1
"ESS9e03_2",9,"3.2","23.11.2023",11672,"AT",0.61201316,0.47995567,0.30209145,0.1449905,0.0011163137,32,591,3,1,2,2,5,2,1,4,2,3,2,3,2,2,1,4,1,2,2,3,2
"ESS9e03_2",9,"3.2","23.11.2023",11685,"AT",1.0791376,1.747025,0.30209145,0.52776134,0.0006330969,19,1121,1,3,1,1,2,1,3,5,4,4,1,2,1,2,1,2,3,2,1,1,2
"ESS9e03_2",9,"3.2","23.11.2023",11707,"AT",1.3603054,1.0667845,0.30209145,0.3222665,0.00050223916,51,1501,3,1,2,3,4,2,1,4,2,2,2,3,3,2,1,3,2,2,2,2,2
"ESS9e03_2",9,"3.2","23.11.2023",11738,"AT",0.5530676,0.43372923,0.30209145,0.1310259,0.0012352896,1,2,3,1,1,1,3,1,2,2,1,1,1,4,1,2,1,4,1,2,1,1,2
"ESS9e03_2",9,"3.2","23.11.2023",11807,"AT",1.2386391,0.88342994,0.30209145,0.26687664,0.00055157195,83,199,4,1,3,5,4,1,1,6,2,3,1,5,3,2,1,3,3,3,1,4,2
"ESS9e03_2",9,"3.2","23.11.2023",11827,"AT",0.9107038,0.35431078,0.30209145,0.10703426,0.00075018755,70,1925,5,1,1,2,5,2,1,6,1,2,2,3,2,2,1,3,1,5,1,5,3
"ESS9e03_2",9,"3.2","23.11.2023",11833,"AT",1.7807213,0.55651116,0.30209145,0.16811727,0.000383664,89,401,3,2,2,3,3,2,3,3,3,2,1,4,3,3,1,3,2,3,2,3,2
"ESS9e03_2",9,"3.2","23.11.2023",11851,"AT",0.4936224,0.19204459,0.30209145,0.058015026,0.0013840512,68,1881,2,2,1,1,4,1,2,1,3,1,3,2,3,3,2,3,3,3,2,2,3
"ESS9e03_2",9,"3.2","23.11.2023",11854,"AT",0.5834232,0.50586206,0.30209145,0.15281661,0.0011710173,25,1113,2,3,1,4,3,1,5,3,2,1,2,1,1,4,2,5,2,2,2,2,3
"ESS9e03_2",9,"3.2","23.11.2023",11947,"AT",0.5530676,0.43372923,0.30209145,0.1310259,0.0012352896,1,2,5,1,2,3,5,1,3,6,2,2,3,2,4,2,2,2,1,2,4,2,3
"ESS9e03_2",9,"3.2","23.11.2023",11987,"AT",1.0801086,0.63041925,0.30209145,0.19044426,0.00063252775,22,557,1,1,1,5,5,1,2,6,2,1,1,1,2,1,2,2,2,2,1,2,1
"ESS9e03_2",9,"3.2","23.11.2023",11989,"AT",0.43500775,0.16924049,0.30209145,0.051126104,0.0015705436,90,456,2,2,1,2,4,1,1,4,1,2,1,1,2,1,1,1,2,2,2,1,2
"ESS9e03_2",9,"3.2","23.11.2023",11993,"AT",1.1857339,1.5312812,0.30209145,0.46258697,0.0005761821,57,1594,1,1,1,1,6,1,1,2,2,1,2,5,2,2,1,1,2,2,1,2,1
"ESS9e03_2",9,"3.2","23.11.2023",12024,"AT",0.62272334,1.5667263,0.30209145,0.47329462,0.0010971142,22,668,2,1,1,3,5,4,6,2,4,1,1,5,2,1,1,5,3,4,3,4,1
"ESS9e03_2",9,"3.2","23.11.2023",12031,"AT",1.0640819,0.41398284,0.30209145,0.12506068,0.0006420546,62,1752,3,3,3,3,6,4,3,4,3,3,2,5,3,4,3,3,3,4,1,4,3
"ESS9e03_2",9,"3.2","23.11.2023",12091,"AT",0.62498444,0.93244547,0.30209145,0.2816838,0.0010931451,6,836,3,2,2,2,5,2,5,3,2,3,2,4,4,2,5,3,2,3,2,5,2
"ESS9e03_2",9,"3.2","23.11.2023",12095,"AT",1.7207056,3.945865,0.30209145,1.1920121,0.00039704563,26,1132,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,1,2
"ESS9e03_2",9,"3.2","23.11.2023",12118,"AT",1.0627611,0.8379055,0.30209145,0.2531241,0.00064285257,44,1285,2,1,2,2,5,2,1,4,2,2,2,3,3,2,1,4,1,2,2,2,2
"ESS9e03_2",9,"3.2","23.11.2023",12121,"AT",1.1525277,0.36018798,0.30209145,0.10880971,0.00059278286,75,2007,5,2,3,4,3,2,2,5,2,3,3,3,4,3,2,5,3,3,2,3,3
"ESS9e03_2",9,"3.2","23.11.2023",12129,"AT",0.59286696,0.2752463,0.30209145,0.08314955,0.0011523642,57,1651,5,4,1,4,6,3,5,5,5,5,3,4,4,4,4,3,5,4,3,6,3
"ESS9e03_2",9,"3.2","23.11.2023",12142,"AT",1.1513605,0.5345343,0.30209145,0.16147824,0.0005933838,88,298,4,1,1,2,5,2,4,5,3,1,1,3,1,1,2,1,2,3,2,3,2
"ESS9e03_2",9,"3.2","23.11.2023",12237,"AT",1.1871475,0.6766449,0.30209145,0.20440865,0.000575496,89,385,2,1,1,3,3,2,1,4,2,1,3,4,2,1,1,4,2,2,1,2,2
"ESS9e03_2",9,"3.2","23.11.2023",12242,"AT",1.4793528,0.5551923,0.30209145,0.16771884,0.00046182267,77,66,1,1,1,1,3,1,2,2,1,1,1,4,1,1,1,1,2,1,1,1,2
"ESS9e03_2",9,"3.2","23.11.2023",12244,"AT",1.0627611,0.77219516,0.30209145,0.23327355,0.00064285257,44,1281,4,2,2,3,3,3,2,2,3,2,2,4,3,3,1,3,2,3,3,2,3
"ESS9e03_2",9,"3.2","23.11.2023",12267,"AT",0.9880571,0.4148951,0.30209145,0.12533626,0.00069145666,76,49,3,2,1,2,4,2,1,6,1,1,1,1,3,1,1,1,2,4,2,2,2
"ESS9e03_2",9,"3.2","23.11.2023",12354,"AT",1.0627611,1.4156219,0.30209145,0.42764726,0.00064285257,44,1274,4,1,2,2,6,1,4,3,1,2,2,2,6,2,1,1,2,2,2,5,2
"ESS9e03_2",9,"3.2","23.11.2023",12358,"AT",0.518673,0.62161094,0.30209145,0.18778335,0.0013172049,12,950,5,1,3,4,6,3,6,5,4,1,2,5,5,2,1,3,3,2,5,3,2
"ESS9e03_2",9,"3.2","23.11.2023",12390,"AT",1.5080471,1.8073399,0.30209145,0.54598194,0.00045303535,102,661,3,1,1,5,5,2,6,6,5,3,1,6,2,3,3,5,3,5,4,6,1
"ESS9e03_2",9,"3.2","23.11.2023",12393,"AT",0.43500775,0.16924049,0.30209145,0.051126104,0.0015705436,90,421,5,2,3,2,5,3,2,3,3,3,3,3,6,3,2,3,5,3,2,3,3
"ESS9e03_2",9,"3.2","23.11.2023",12432,"AT",0.9361719,0.68021643,0.30209145,0.20548756,0.000729779,30,102,3,1,2,3,5,2,1,4,2,3,2,3,2,2,1,3,1,2,2,3,2
"ESS9e03_2",9,"3.2","23.11.2023",12453,"AT",0.45962188,0.36044666,0.30209145,0.10888785,0.0014864362,46,1349,3,3,2,5,6,1,2,6,2,3,2,2,4,2,3,1,1,5,1,3,3
"ESS9e03_2",9,"3.2","23.11.2023",12455,"AT",1.1529205,0.99964994,0.30209145,0.3019857,0.0005925809,45,1310,4,2,3,3,3,2,1,4,3,4,2,3,3,3,2,3,3,2,2,4,2
"ESS9e03_2",9,"3.2","23.11.2023",12524,"AT",0.85419756,0.5778868,0.30209145,0.17457467,0.00079981337,86,240,4,2,2,2,5,1,2,5,1,3,2,3,3,1,1,3,2,2,1,4,2
"ESS9e03_2",9,"3.2","23.11.2023",12535,"AT",0.8539414,0.7404175,0.30209145,0.22367379,0.00080005336,27,1542,2,1,3,2,4,3,3,4,3,4,4,3,2,2,1,3,5,4,1,3,3
"ESS9e03_2",9,"3.2","23.11.2023",12564,"AT",1.3398379,3.3709338,0.30209145,1.0183302,0.0005099114,49,1435,3,1,2,4,4,2,1,4,2,3,2,3,3,2,1,4,1,2,2,4,3
"ESS9e03_2",9,"3.2","23.11.2023",12604,"AT",1.1042198,0.8023186,0.30209145,0.24237359,0.0006187162,20,113,2,2,2,2,3,2,4,2,3,1,1,4,1,2,2,3,6,3,1,2,1
"ESS9e03_2",9,"3.2","23.11.2023",12670,"AT",0.5506459,0.43414235,0.30209145,0.1311507,0.0012407223,43,1231,2,2,1,1,4,1,2,4,4,2,1,1,1,2,1,4,4,2,1,4,2
"ESS9e03_2",9,"3.2","23.11.2023",12671,"AT",1.9232042,1.5162992,0.30209145,0.45806104,0.00035523978,37,1189,1,2,2,2,5,2,1,2,3,2,1,6,2,1,1,3,4,4,2,4,1
"ESS9e03_2",9,"3.2","23.11.2023",12702,"AT",0.95936275,1.6718221,0.30209145,0.50504315,0.000712138,3,788,2,3,2,2,5,2,2,5,2,2,2,6,1,2,2,6,6,5,1,6,2
"ESS9e03_2",9,"3.2","23.11.2023",12704,"AT",0.57626384,0.24327461,0.30209145,0.07349118,0.0011855657,75,32,5,1,3,3,2,2,4,4,4,4,3,3,4,4,2,5,2,1,2,2,4
"ESS9e03_2",9,"3.2","23.11.2023",12718,"AT",0.54745084,0.42932418,0.30209145,0.12969516,0.0012479634,52,1517,2,2,2,4,5,2,3,5,1,3,1,2,2,2,1,2,2,1,2,3,2
"ESS9e03_2",9,"3.2","23.11.2023",12746,"AT",1.2812964,0.48086318,0.30209145,0.14526466,0.00053320895,86,237,4,2,3,3,4,2,2,5,2,3,2,3,4,2,1,3,3,3,2,2,3
"ESS9e03_2",9,"3.2","23.11.2023",12780,"AT",1.2324476,1.4770446,0.30209145,0.44620255,0.0005543429,18,1052,2,1,2,2,3,2,2,4,3,2,1,3,2,2,1,3,3,2,2,3,2
"ESS9e03_2",9,"3.2","23.11.2023",12787,"AT",1.037346,1.2432219,0.30209145,0.3755667,0.00065860245,12,953,1,3,1,1,2,1,1,4,1,2,3,1,2,2,1,3,1,2,1,2,1
"ESS9e03_2",9,"3.2","23.11.2023",12797,"AT",1.1461278,1.8455946,0.30209145,0.5575384,0.0005960929,105,730,1,1,1,1,6,1,3,3,4,2,1,5,1,1,1,2,4,1,1,2,1
"ESS9e03_2",9,"3.2","23.11.2023",12865,"AT",0.57646024,0.41885212,0.30209145,0.12653165,0.0011851618,45,1296,1,2,1,1,4,3,4,4,2,1,5,3,1,4,1,2,5,5,3,3,2
"ESS9e03_2",9,"3.2","23.11.2023",12872,"AT",0.46808594,0.40585792,0.30209145,0.12260621,0.001459558,30,1964,2,2,2,2,4,1,4,2,2,3,3,4,1,4,2,2,4,2,2,4,1
"ESS9e03_2",9,"3.2","23.11.2023",12892,"AT",0.6156474,0.6553483,0.30209145,0.19797511,0.0011097239,1,1897,4,1,1,4,5,1,3,4,4,3,1,5,4,2,2,5,2,1,4,3,3
"ESS9e03_2",9,"3.2","23.11.2023",12911,"AT",0.57430434,0.41728568,0.30209145,0.12605843,0.0011896107,48,1404,4,2,2,4,5,2,2,4,4,3,3,3,3,3,3,3,3,4,3,3,4
"ESS9e03_2",9,"3.2","23.11.2023",12929,"AT",1.1529205,0.83770424,0.30209145,0.2530633,0.0005925809,45,1294,4,1,4,5,3,1,1,5,1,4,2,2,4,2,2,2,2,4,1,3,3
"ESS9e03_2",9,"3.2","23.11.2023",12953,"AT",1.1486087,0.9959114,0.30209145,0.30085632,0.00059480534,48,1424,4,3,2,3,3,3,2,3,2,4,4,4,3,3,3,4,2,3,2,2,4
"ESS9e03_2",9,"3.2","23.11.2023",13008,"AT",0.30985904,0.09683721,0.30209145,0.029253693,0.0022048692,69,1905,1,3,2,4,1,2,6,5,2,2,3,4,3,4,2,4,5,1,3,4,4
"ESS9e03_2",9,"3.2","23.11.2023",13012,"AT",1.1061352,2.7829547,0.30209145,0.8407068,0.0006176448,1,2,2,2,2,3,4,6,5,1,3,1,1,6,2,2,2,4,3,1,4,2,2
"ESS9e03_2",9,"3.2","23.11.2023",13015,"AT",0.59286696,0.24895087,0.30209145,0.07520593,0.0011523642,57,1630,4,3,4,4,4,4,4,5,2,4,3,4,4,3,2,4,2,4,3,3,2
"ESS9e03_2",9,"3.2","23.11.2023",13021,"AT",1.6519377,1.1578435,0.30209145,0.3497746,0.0004135741,43,1231,3,2,4,2,4,3,2,2,3,6,2,3,4,3,3,2,3,2,2,2,2
"ESS9e03_2",9,"3.2","23.11.2023",13069,"AT",0.6033864,1.5180757,0.30209145,0.4585977,0.0011322738,24,1112,2,1,1,1,4,4,5,3,3,1,1,5,2,1,1,3,5,1,6,3,1
"ESS9e03_2",9,"3.2","23.11.2023",13087,"AT",0.6156474,0.48280585,0.30209145,0.14585152,0.0011097239,1,1897,5,3,4,3,4,1,3,5,1,3,2,2,3,2,1,1,2,3,3,2,3
"ESS9e03_2",9,"3.2","23.11.2023",13162,"AT",0.5811743,0.1816287,0.30209145,0.05486848,0.0011755485,59,1695,3,1,1,3,6,1,2,6,2,3,1,3,3,1,1,1,4,4,1,3,1
"ESS9e03_2",9,"3.2","23.11.2023",13170,"AT",0.62272334,0.9338983,0.30209145,0.2821227,0.0010971142,22,668,1,1,1,3,5,2,5,5,3,3,1,3,2,2,1,3,2,2,3,2,1
"ESS9e03_2",9,"3.2","23.11.2023",13184,"AT",0.5583868,0.23447208,0.30209145,0.070832014,0.0012235222,55,1559,4,2,2,2,4,1,1,5,2,2,1,2,1,2,2,1,2,2,2,4,2
"ESS9e03_2",9,"3.2","23.11.2023",13201,"AT",1.5394742,3.993963,0.30209145,1.206542,0.000443787,2,775,2,1,1,1,6,1,1,2,5,2,1,2,2,1,1,2,2,1,1,2,2
"ESS9e03_2",9,"3.2","23.11.2023",13217,"AT",1.1061352,0.9387554,0.30209145,0.28359,0.0006176448,1,2,3,1,1,1,3,1,4,3,2,3,1,3,1,1,1,2,1,2,1,1,5
"ESS9e03_2",9,"3.2","23.11.2023",13218,"AT",0.5730639,1.0202683,0.30209145,0.30821434,0.0011921858,105,764,4,3,1,1,3,1,1,2,1,1,1,4,1,1,1,5,1,1,1,1,4
"ESS9e03_2",9,"3.2","23.11.2023",13243,"AT",1.6187063,4.0001955,0.30209145,1.2084248,0.00042206462,19,1122,3,1,1,3,5,2,2,3,1,1,3,3,1,2,1,3,2,5,1,3,1
"ESS9e03_2",9,"3.2","23.11.2023",13249,"AT",1.1167736,0.47145537,0.30209145,0.14242263,0.0006117611,55,1546,3,3,2,4,5,2,3,5,2,2,2,5,4,2,2,2,2,4,2,4,3
"ESS9e03_2",9,"3.2","23.11.2023",13256,"AT",0.9616021,2.4193199,0.30209145,0.7308558,0.00071047957,37,1177,4,1,1,4,5,5,3,4,2,2,1,5,3,1,1,8,4,4,8,4,2
"ESS9e03_2",9,"3.2","23.11.2023",13268,"AT",0.98409885,0.45688105,0.30209145,0.13801986,0.0006942378,87,278,1,2,1,2,3,1,1,1,2,2,1,3,1,2,1,3,3,2,1,1,2
"ESS9e03_2",9,"3.2","23.11.2023",13369,"AT",0.5583868,0.23447208,0.30209145,0.070832014,0.0012235222,55,1557,4,3,3,4,4,2,2,5,3,3,3,3,4,3,3,3,3,5,2,3,3
"ESS9e03_2",9,"3.2","23.11.2023",13471,"AT",1.1769805,2.9611967,0.30209145,0.8945522,0.0005804673,23,779,4,4,4,3,4,4,3,4,3,4,3,3,4,3,3,4,3,3,4,3,3
"ESS9e03_2",9,"3.2","23.11.2023",13498,"AT",0.75402355,1.2206948,0.30209145,0.36876145,0.0009060707,102,659,3,1,2,2,5,1,3,3,6,3,2,6,1,1,1,3,2,3,2,3,2
"ESS9e03_2",9,"3.2","23.11.2023",13505,"AT",0.97768,0.7103757,0.30209145,0.21459843,0.0006987957,50,1463,3,2,1,3,3,3,4,3,3,2,1,6,3,2,2,5,1,2,6,1,1
"ESS9e03_2",9,"3.2","23.11.2023",13508,"AT",1.0360992,1.3801075,0.30209145,0.4169187,0.000659395,28,1631,5,1,2,6,6,2,1,6,2,5,3,4,6,2,1,4,4,6,2,4,4
"ESS9e03_2",9,"3.2","23.11.2023",13518,"AT",1.2407457,0.5210014,0.30209145,0.15739007,0.00055063557,81,122,4,2,2,4,4,1,2,5,2,3,2,5,2,2,2,2,2,4,1,3,2
"ESS9e03_2",9,"3.2","23.11.2023",13530,"AT",0.49204943,0.3509426,0.30209145,0.10601676,0.0013884756,87,268,4,2,2,3,4,1,2,5,2,3,2,3,3,2,2,2,3,3,1,4,2
"ESS9e03_2",9,"3.2","23.11.2023",13578,"AT",1.1871475,0.55114895,0.30209145,0.16649738,0.000575496,89,417,1,5,1,1,3,2,2,1,4,2,2,3,1,2,1,5,3,2,2,2,2
"ESS9e03_2",9,"3.2","23.11.2023",13590,"AT",1.0028027,4.0001955,0.30209145,1.2084248,0.0006812891,103,671,6,1,1,1,6,2,3,6,3,3,2,6,2,1,1,2,3,2,2,3,2
"ESS9e03_2",9,"3.2","23.11.2023",13615,"AT",2.265633,1.5879823,0.30209145,0.47971588,0.00030154866,27,1154,4,2,1,3,3,3,4,3,8,1,2,5,3,2,1,4,2,3,3,2,2
"ESS9e03_2",9,"3.2","23.11.2023",13625,"AT",0.533265,0.46237215,0.30209145,0.13967867,0.0012811616,33,780,2,2,1,2,3,4,2,3,4,2,3,3,3,3,1,4,3,3,1,3,3
"ESS9e03_2",9,"3.2","23.11.2023",13652,"AT",0.52311665,0.4535728,0.30209145,0.13702047,0.0013060159,35,1002,4,2,1,2,4,2,6,5,2,2,3,1,2,3,2,5,1,1,2,4,3
"ESS9e03_2",9,"3.2","23.11.2023",13672,"AT",0.59286696,0.24895087,0.30209145,0.07520593,0.0011523642,57,1610,1,2,1,1,1,4,3,3,3,3,3,3,1,4,1,6,2,3,2,2,5
"ESS9e03_2",9,"3.2","23.11.2023",13688,"AT",2.133971,4.0001955,0.30209145,1.2084248,0.00032015366,97,586,1,1,1,2,4,2,2,4,2,2,1,5,2,1,1,2,2,1,2,2,1
"ESS9e03_2",9,"3.2","23.11.2023",13694,"AT",1.0791376,1.7377205,0.30209145,0.5249505,0.0006330969,19,1088,2,2,2,2,2,2,2,4,2,3,2,3,2,2,2,2,2,4,2,3,2
"ESS9e03_2",9,"3.2","23.11.2023",13709,"AT",2.13306,1.2449884,0.30209145,0.37610036,0.0003202904,33,857,4,1,1,2,6,1,3,5,3,2,1,2,3,2,1,3,4,5,5,3,2
"ESS9e03_2",9,"3.2","23.11.2023",13783,"AT",1.1769805,1.7651181,0.30209145,0.5332271,0.0005804673,23,779,2,2,1,3,4,2,1,3,2,2,1,1,2,2,1,1,2,1,3,1,1
"ESS9e03_2",9,"3.2","23.11.2023",13789,"AT",0.6061253,1.5249664,0.30209145,0.4606793,0.0011271575,64,1453,4,1,1,3,5,2,4,4,1,2,1,6,3,3,1,3,3,3,3,3,2
"ESS9e03_2",9,"3.2","23.11.2023",13801,"AT",0.5708694,0.4071589,0.30209145,0.12299923,0.0011967687,56,1575,2,1,1,7,2,7,6,6,7,2,2,6,1,1,3,4,7,2,1,1,1
"ESS9e03_2",9,"3.2","23.11.2023",13811,"AT",0.49587885,0.2894261,0.30209145,0.087433144,0.0013777531,36,1131,4,2,1,3,4,1,4,3,1,3,1,1,2,2,1,3,1,1,1,1,2
"ESS9e03_2",9,"3.2","23.11.2023",13848,"AT",0.40747106,0.27566484,0.30209145,0.08327599,0.0016766802,58,1672,2,4,2,3,6,2,3,4,2,1,2,2,2,3,3,2,4,3,3,4,2
"ESS9e03_2",9,"3.2","23.11.2023",13855,"AT",1.0723196,1.4283535,0.30209145,0.4314934,0.0006371222,26,1143,2,1,2,2,4,1,1,3,2,1,2,4,3,3,1,2,3,1,1,1,2
"ESS9e03_2",9,"3.2","23.11.2023",13871,"AT",1.7191917,3.9997268,0.30209145,1.2082833,0.00039739526,105,756,2,1,1,3,2,1,2,2,2,2,1,5,2,2,1,4,2,1,1,1,2
"ESS9e03_2",9,"3.2","23.11.2023",13880,"AT",0.97768,0.7103757,0.30209145,0.21459843,0.0006987957,50,1464,3,3,2,2,3,2,1,5,2,2,2,5,1,1,1,1,3,1,1,2,3
"ESS9e03_2",9,"3.2","23.11.2023",13986,"AT",0.43500775,0.53413194,0.30209145,0.16135669,0.0015705436,90,427,3,1,2,2,4,2,3,4,3,2,2,4,2,1,2,3,3,3,2,3,2
"ESS9e03_2",9,"3.2","23.11.2023",14010,"AT",0.82716376,0.34733436,0.30209145,0.104926735,0.00082595326,81,128,4,2,2,3,4,2,2,4,2,3,3,4,3,2,2,3,2,2,3,4,3
"ESS9e03_2",9,"3.2","23.11.2023",14045,"AT",0.4588362,0.6845606,0.30209145,0.20679991,0.0014889815,11,936,5,2,1,2,3,2,2,5,1,5,2,2,2,1,3,5,2,2,1,2,5
"ESS9e03_2",9,"3.2","23.11.2023",14081,"AT",0.59357375,0.51459,0.30209145,0.15545325,0.001150992,89,371,1,1,2,3,5,4,3,3,4,2,2,5,1,3,2,5,1,3,4,3,2
"ESS9e03_2",9,"3.2","23.11.2023",14145,"AT",0.63517547,0.67613536,0.30209145,0.20425472,0.0010756061,34,913,3,1,1,3,6,2,2,3,1,1,3,4,2,2,1,2,1,6,1,3,2
