"cntry","node1","node2","item1","item2","delta_R10_minus_R9","abs_delta","p_edge_raw","p_edge_holm_within_country","p_edge_holm_all_4200"
"EE","V5","V17","imprich","iprspot",0.0516089344599085,0.0516089344599085,0.180819180819181,1,1
"EE","V2","V9","impenv","ipbhprp",-0.0396570686254276,0.0396570686254276,0.188811188811189,1,1
"EE","V9","V15","ipbhprp","iplylfr",-0.05426700108326,0.05426700108326,0.20979020979021,1,1
"EE","V5","V16","imprich","ipmodst",0.062750975817144,0.062750975817144,0.214785214785215,1,1
"EE","V1","V10","impdiff","ipcrtiv",-0.0419860639051119,0.0419860639051119,0.248751248751249,1,1
"EE","V13","V15","ipgdtim","iplylfr",-0.0396046976037906,0.0396046976037906,0.254745254745255,1,1
"EE","V19","V20","ipstrgv","ipsuces",0.036679775532069,0.036679775532069,0.260739260739261,1,1
"EE","V12","V13","ipfrule","ipgdtim",-0.0275477715218519,0.0275477715218519,0.268731268731269,1,1
"EE","V3","V10","impfree","ipcrtiv",-0.0403212959178964,0.0403212959178964,0.278721278721279,1,1
"EE","V7","V17","imptrad","iprspot",0.04535243901434,0.04535243901434,0.286713286713287,1,1
"EE","V11","V19","ipeqopt","ipstrgv",0.0412836647276077,0.0412836647276077,0.288711288711289,1,1
"EE","V3","V8","impfree","ipadvnt",-0.0355546074237222,0.0355546074237222,0.302697302697303,1,1
"EE","V6","V17","impsafe","iprspot",-0.0422712755417796,0.0422712755417796,0.33966033966034,1,1
"EE","V1","V13","impdiff","ipgdtim",-0.0346351000621352,0.0346351000621352,0.364635364635365,1,1
"EE","V5","V18","imprich","ipshabt",0.0343311586652978,0.0343311586652978,0.36963036963037,1,1
"EE","V11","V21","ipeqopt","ipudrst",-0.0350122471302662,0.0350122471302662,0.375624375624376,1,1
"EE","V10","V18","ipcrtiv","ipshabt",0.034355158309996,0.034355158309996,0.377622377622378,1,1
"EE","V2","V10","impenv","ipcrtiv",-0.0197011274850566,0.0197011274850566,0.398601398601399,1,1
"EE","V2","V19","impenv","ipstrgv",0.029630422107682,0.029630422107682,0.398601398601399,1,1
"EE","V3","V20","impfree","ipsuces",-0.0279021384135915,0.0279021384135915,0.405594405594406,1,1
"EE","V1","V3","impdiff","impfree",0.027320517537004,0.027320517537004,0.406593406593407,1,1
"EE","V6","V8","impsafe","ipadvnt",0.0301650076852154,0.0301650076852154,0.422577422577423,1,1
"EE","V9","V17","ipbhprp","iprspot",0.0411702322498423,0.0411702322498423,0.427572427572428,1,1
"EE","V9","V14","ipbhprp","iphlppl",-0.0296891864894829,0.0296891864894829,0.42957042957043,1,1
"EE","V16","V18","ipmodst","ipshabt",-0.0316456512658608,0.0316456512658608,0.435564435564436,1,1
"EE","V1","V8","impdiff","ipadvnt",-0.0255637556875846,0.0255637556875846,0.454545454545455,1,1
"EE","V10","V16","ipcrtiv","ipmodst",0.0280111024932136,0.0280111024932136,0.45954045954046,1,1
"EE","V1","V20","impdiff","ipsuces",-0.0267523833710448,0.0267523833710448,0.463536463536464,1,1
"EE","V11","V16","ipeqopt","ipmodst",-0.0455246935860523,0.0455246935860523,0.471528471528472,1,1
"EE","V8","V18","ipadvnt","ipshabt",-0.0263976112185136,0.0263976112185136,0.484515484515485,1,1
"EE","V4","V18","impfun","ipshabt",0.0339322331876083,0.0339322331876083,0.502497502497502,1,1
"EE","V2","V6","impenv","impsafe",0.0246321679725003,0.0246321679725003,0.513486513486514,1,1
"EE","V2","V7","impenv","imptrad",-0.023373792179111,0.023373792179111,0.53046953046953,1,1
"EE","V2","V21","impenv","ipudrst",0.0258105602707613,0.0258105602707613,0.544455544455544,1,1
"EE","V4","V8","impfun","ipadvnt",-0.0203276318378265,0.0203276318378265,0.568431568431568,1,1
"EE","V14","V15","iphlppl","iplylfr",0.0208109269448324,0.0208109269448324,0.572427572427572,1,1
"EE","V8","V10","ipadvnt","ipcrtiv",0.0207762617308188,0.0207762617308188,0.574425574425574,1,1
"EE","V6","V7","impsafe","imptrad",0.0217591900917928,0.0217591900917928,0.575424575424575,1,1
"EE","V2","V3","impenv","impfree",-0.0255693914314704,0.0255693914314704,0.578421578421578,1,1
"EE","V9","V19","ipbhprp","ipstrgv",0.0201228619174866,0.0201228619174866,0.578421578421578,1,1
"EE","V3","V13","impfree","ipgdtim",-0.020377600406901,0.020377600406901,0.603396603396603,1,1
"EE","V14","V16","iphlppl","ipmodst",0.0267388804580689,0.0267388804580689,0.608391608391608,1,1
"EE","V8","V9","ipadvnt","ipbhprp",-0.0193163811928662,0.0193163811928662,0.621378621378621,1,1
"EE","V10","V11","ipcrtiv","ipeqopt",-0.0188527306897736,0.0188527306897736,0.626373626373626,1,1
"EE","V19","V21","ipstrgv","ipudrst",-0.0203998521967692,0.0203998521967692,0.65034965034965,1,1
"EE","V12","V17","ipfrule","iprspot",-0.0161362421951268,0.0161362421951268,0.681318681318681,1,1
"EE","V8","V16","ipadvnt","ipmodst",-0.0129572857117939,0.0129572857117939,0.723276723276723,1,1
"EE","V11","V18","ipeqopt","ipshabt",0.0111749337233722,0.0111749337233722,0.732267732267732,1,1
"EE","V10","V21","ipcrtiv","ipudrst",-0.0234135500517694,0.0234135500517694,0.74025974025974,1,1
"EE","V1","V4","impdiff","impfun",-0.02381527540541,0.02381527540541,0.743256743256743,1,1
"EE","V6","V19","impsafe","ipstrgv",-0.0125581519823397,0.0125581519823397,0.756243756243756,1,1
"EE","V2","V16","impenv","ipmodst",0.0102431073140229,0.0102431073140229,0.779220779220779,1,1
"EE","V2","V11","impenv","ipeqopt",0.00947494512753029,0.00947494512753029,0.784215784215784,1,1
"EE","V3","V15","impfree","iplylfr",0.0112862925376814,0.0112862925376814,0.791208791208791,1,1
"EE","V7","V9","imptrad","ipbhprp",0.0103047764503348,0.0103047764503348,0.802197802197802,1,1
"EE","V1","V21","impdiff","ipudrst",0.0178850470339395,0.0178850470339395,0.802197802197802,1,1
"EE","V6","V16","impsafe","ipmodst",-0.00897324407500336,0.00897324407500336,0.813186813186813,1,1
"EE","V8","V20","ipadvnt","ipsuces",0.00784988403128536,0.00784988403128536,0.845154845154845,1,1
"EE","V5","V13","imprich","ipgdtim",-0.00689932273258785,0.00689932273258785,0.855144855144855,1,1
"EE","V6","V9","impsafe","ipbhprp",-0.0076541001747833,0.0076541001747833,0.857142857142857,1,1
"EE","V15","V21","iplylfr","ipudrst",-0.00697308088780857,0.00697308088780857,0.874125874125874,1,1
"EE","V16","V20","ipmodst","ipsuces",-0.00558893234625782,0.00558893234625782,0.875124875124875,1,1
"EE","V11","V14","ipeqopt","iphlppl",0.00598215725894582,0.00598215725894582,0.882117882117882,1,1
"EE","V7","V15","imptrad","iplylfr",0.00607861732819748,0.00607861732819748,0.883116883116883,1,1
"EE","V2","V14","impenv","iphlppl",-0.00568482955127472,0.00568482955127472,0.889110889110889,1,1
"EE","V14","V21","iphlppl","ipudrst",0.00399445154494685,0.00399445154494685,0.892107892107892,1,1
"EE","V7","V14","imptrad","iphlppl",-0.00431841389191178,0.00431841389191178,0.922077922077922,1,1
"EE","V8","V12","ipadvnt","ipfrule",0.00299498755460554,0.00299498755460554,0.939060939060939,1,1
"EE","V14","V20","iphlppl","ipsuces",-0.00188956413323825,0.00188956413323825,0.964035964035964,1,1
"EE","V9","V16","ipbhprp","ipmodst",0.00172730970185708,0.00172730970185708,0.965034965034965,1,1
"EE","V6","V13","impsafe","ipgdtim",-0.00160301307068023,0.00160301307068023,0.967032967032967,1,1
"EE","V13","V20","ipgdtim","ipsuces",0.00147335649840458,0.00147335649840458,0.969030969030969,1,1
"EE","V8","V13","ipadvnt","ipgdtim",0.000384906037077332,0.000384906037077332,0.985014985014985,1,1
"EE","V6","V18","impsafe","ipshabt",-0.00064835506842309,0.00064835506842309,0.991008991008991,1,1
"EE","V1","V2","impdiff","impenv",0,0,1,1,1
"EE","V2","V4","impenv","impfun",0,0,1,1,1
"EE","V3","V4","impfree","impfun",0,0,1,1,1
"EE","V1","V5","impdiff","imprich",0,0,1,1,1
"EE","V2","V5","impenv","imprich",0,0,1,1,1
"EE","V3","V5","impfree","imprich",0,0,1,1,1
"EE","V1","V6","impdiff","impsafe",0,0,1,1,1
"EE","V3","V6","impfree","impsafe",0,0,1,1,1
"EE","V4","V6","impfun","impsafe",0,0,1,1,1
"EE","V5","V6","imprich","impsafe",0,0,1,1,1
"EE","V1","V7","impdiff","imptrad",0,0,1,1,1
"EE","V3","V7","impfree","imptrad",0,0,1,1,1
"EE","V4","V7","impfun","imptrad",0,0,1,1,1
"EE","V5","V7","imprich","imptrad",0,0,1,1,1
"EE","V2","V8","impenv","ipadvnt",0,0,1,1,1
"EE","V7","V8","imptrad","ipadvnt",0,0,1,1,1
"EE","V1","V9","impdiff","ipbhprp",0,0,1,1,1
"EE","V3","V9","impfree","ipbhprp",0,0,1,1,1
"EE","V4","V9","impfun","ipbhprp",0,0,1,1,1
"EE","V5","V9","imprich","ipbhprp",0,0,1,1,1
"EE","V4","V10","impfun","ipcrtiv",0,0,1,1,1
"EE","V6","V10","impsafe","ipcrtiv",0,0,1,1,1
"EE","V7","V10","imptrad","ipcrtiv",0,0,1,1,1
"EE","V9","V10","ipbhprp","ipcrtiv",0,0,1,1,1
"EE","V1","V11","impdiff","ipeqopt",0,0,1,1,1
"EE","V4","V11","impfun","ipeqopt",0,0,1,1,1
"EE","V5","V11","imprich","ipeqopt",0,0,1,1,1
"EE","V6","V11","impsafe","ipeqopt",0,0,1,1,1
"EE","V7","V11","imptrad","ipeqopt",0,0,1,1,1
"EE","V8","V11","ipadvnt","ipeqopt",0,0,1,1,1
"EE","V9","V11","ipbhprp","ipeqopt",0,0,1,1,1
"EE","V1","V12","impdiff","ipfrule",0,0,1,1,1
"EE","V2","V12","impenv","ipfrule",0,0,1,1,1
"EE","V3","V12","impfree","ipfrule",0,0,1,1,1
"EE","V4","V12","impfun","ipfrule",0,0,1,1,1
"EE","V5","V12","imprich","ipfrule",0,0,1,1,1
"EE","V6","V12","impsafe","ipfrule",0,0,1,1,1
"EE","V7","V12","imptrad","ipfrule",0,0,1,1,1
"EE","V10","V12","ipcrtiv","ipfrule",0,0,1,1,1
"EE","V11","V12","ipeqopt","ipfrule",0,0,1,1,1
"EE","V2","V13","impenv","ipgdtim",0,0,1,1,1
"EE","V7","V13","imptrad","ipgdtim",0,0,1,1,1
"EE","V9","V13","ipbhprp","ipgdtim",0,0,1,1,1
"EE","V10","V13","ipcrtiv","ipgdtim",0,0,1,1,1
"EE","V11","V13","ipeqopt","ipgdtim",0,0,1,1,1
"EE","V3","V14","impfree","iphlppl",0,0,1,1,1
"EE","V4","V14","impfun","iphlppl",0,0,1,1,1
"EE","V5","V14","imprich","iphlppl",0,0,1,1,1
"EE","V6","V14","impsafe","iphlppl",0,0,1,1,1
"EE","V8","V14","ipadvnt","iphlppl",0,0,1,1,1
"EE","V10","V14","ipcrtiv","iphlppl",0,0,1,1,1
"EE","V13","V14","ipgdtim","iphlppl",0,0,1,1,1
"EE","V4","V15","impfun","iplylfr",0,0,1,1,1
"EE","V5","V15","imprich","iplylfr",0,0,1,1,1
"EE","V6","V15","impsafe","iplylfr",0,0,1,1,1
"EE","V8","V15","ipadvnt","iplylfr",0,0,1,1,1
"EE","V10","V15","ipcrtiv","iplylfr",0,0,1,1,1
"EE","V11","V15","ipeqopt","iplylfr",0,0,1,1,1
"EE","V12","V15","ipfrule","iplylfr",0,0,1,1,1
"EE","V1","V16","impdiff","ipmodst",0,0,1,1,1
"EE","V3","V16","impfree","ipmodst",0,0,1,1,1
"EE","V4","V16","impfun","ipmodst",0,0,1,1,1
"EE","V7","V16","imptrad","ipmodst",0,0,1,1,1
"EE","V15","V16","iplylfr","ipmodst",0,0,1,1,1
"EE","V1","V17","impdiff","iprspot",0,0,1,1,1
"EE","V2","V17","impenv","iprspot",0,0,1,1,1
"EE","V3","V17","impfree","iprspot",0,0,1,1,1
"EE","V4","V17","impfun","iprspot",0,0,1,1,1
"EE","V8","V17","ipadvnt","iprspot",0,0,1,1,1
"EE","V10","V17","ipcrtiv","iprspot",0,0,1,1,1
"EE","V11","V17","ipeqopt","iprspot",0,0,1,1,1
"EE","V13","V17","ipgdtim","iprspot",0,0,1,1,1
"EE","V14","V17","iphlppl","iprspot",0,0,1,1,1
"EE","V15","V17","iplylfr","iprspot",0,0,1,1,1
"EE","V16","V17","ipmodst","iprspot",0,0,1,1,1
"EE","V2","V18","impenv","ipshabt",0,0,1,1,1
"EE","V3","V18","impfree","ipshabt",0,0,1,1,1
"EE","V7","V18","imptrad","ipshabt",0,0,1,1,1
"EE","V9","V18","ipbhprp","ipshabt",0,0,1,1,1
"EE","V12","V18","ipfrule","ipshabt",0,0,1,1,1
"EE","V13","V18","ipgdtim","ipshabt",0,0,1,1,1
"EE","V14","V18","iphlppl","ipshabt",0,0,1,1,1
"EE","V15","V18","iplylfr","ipshabt",0,0,1,1,1
"EE","V1","V19","impdiff","ipstrgv",0,0,1,1,1
"EE","V3","V19","impfree","ipstrgv",0,0,1,1,1
"EE","V4","V19","impfun","ipstrgv",0,0,1,1,1
"EE","V5","V19","imprich","ipstrgv",0,0,1,1,1
"EE","V7","V19","imptrad","ipstrgv",0,0,1,1,1
"EE","V8","V19","ipadvnt","ipstrgv",0,0,1,1,1
"EE","V10","V19","ipcrtiv","ipstrgv",0,0,1,1,1
"EE","V13","V19","ipgdtim","ipstrgv",0,0,1,1,1
"EE","V14","V19","iphlppl","ipstrgv",0,0,1,1,1
"EE","V15","V19","iplylfr","ipstrgv",0,0,1,1,1
"EE","V16","V19","ipmodst","ipstrgv",0,0,1,1,1
"EE","V17","V19","iprspot","ipstrgv",0,0,1,1,1
"EE","V18","V19","ipshabt","ipstrgv",0,0,1,1,1
"EE","V2","V20","impenv","ipsuces",0,0,1,1,1
"EE","V6","V20","impsafe","ipsuces",0,0,1,1,1
"EE","V7","V20","imptrad","ipsuces",0,0,1,1,1
"EE","V9","V20","ipbhprp","ipsuces",0,0,1,1,1
"EE","V11","V20","ipeqopt","ipsuces",0,0,1,1,1
"EE","V12","V20","ipfrule","ipsuces",0,0,1,1,1
"EE","V15","V20","iplylfr","ipsuces",0,0,1,1,1
"EE","V4","V21","impfun","ipudrst",0,0,1,1,1
"EE","V5","V21","imprich","ipudrst",0,0,1,1,1
"EE","V6","V21","impsafe","ipudrst",0,0,1,1,1
"EE","V7","V21","imptrad","ipudrst",0,0,1,1,1
"EE","V8","V21","ipadvnt","ipudrst",0,0,1,1,1
"EE","V12","V21","ipfrule","ipudrst",0,0,1,1,1
"EE","V13","V21","ipgdtim","ipudrst",0,0,1,1,1
"EE","V17","V21","iprspot","ipudrst",0,0,1,1,1
"EE","V18","V21","ipshabt","ipudrst",0,0,1,1,1
"EE","V20","V21","ipsuces","ipudrst",0,0,1,1,1
"FI","V5","V16","imprich","ipmodst",0.0190680332626799,0.0190680332626799,0.000999000999000999,0.20979020979021,1
"FI","V17","V19","iprspot","ipstrgv",0.0210932582513116,0.0210932582513116,0.001998001998002,0.417582417582418,1
"FI","V5","V10","imprich","ipcrtiv",-0.0433377255221741,0.0433377255221741,0.002997002997003,0.623376623376623,1
"FI","V13","V18","ipgdtim","ipshabt",0.071204770876249,0.071204770876249,0.004995004995005,1,1
"FI","V5","V14","imprich","iphlppl",0.0688255632400233,0.0688255632400233,0.00899100899100899,1,1
"FI","V1","V9","impdiff","ipbhprp",-0.0554639858589483,0.0554639858589483,0.014985014985015,1,1
"FI","V10","V12","ipcrtiv","ipfrule",-0.0565645915267274,0.0565645915267274,0.01998001998002,1,1
"FI","V2","V3","impenv","impfree",0.061667067013933,0.061667067013933,0.026973026973027,1,1
"FI","V2","V15","impenv","iplylfr",-0.0912069231761952,0.0912069231761952,0.026973026973027,1,1
"FI","V8","V10","ipadvnt","ipcrtiv",0.07399932683705,0.07399932683705,0.043956043956044,1,1
"FI","V15","V16","iplylfr","ipmodst",-0.0333473828292762,0.0333473828292762,0.046953046953047,1,1
"FI","V5","V7","imprich","imptrad",0.024517063021077,0.024517063021077,0.051948051948052,1,1
"FI","V9","V15","ipbhprp","iplylfr",0.0815620537289206,0.0815620537289206,0.0659340659340659,1,1
"FI","V15","V21","iplylfr","ipudrst",-0.0732302143076312,0.0732302143076312,0.0819180819180819,1,1
"FI","V14","V15","iphlppl","iplylfr",0.0723431948439669,0.0723431948439669,0.0829170829170829,1,1
"FI","V3","V13","impfree","ipgdtim",-0.0937475430906781,0.0937475430906781,0.103896103896104,1,1
"FI","V11","V14","ipeqopt","iphlppl",-0.065102018531426,0.065102018531426,0.131868131868132,1,1
"FI","V10","V14","ipcrtiv","iphlppl",-0.0487324749618042,0.0487324749618042,0.146853146853147,1,1
"FI","V11","V21","ipeqopt","ipudrst",-0.0595278988713886,0.0595278988713886,0.152847152847153,1,1
"FI","V3","V12","impfree","ipfrule",0.0504627410931243,0.0504627410931243,0.173826173826174,1,1
"FI","V2","V11","impenv","ipeqopt",0.0555115531330267,0.0555115531330267,0.176823176823177,1,1
"FI","V7","V15","imptrad","iplylfr",-0.056046031360532,0.056046031360532,0.177822177822178,1,1
"FI","V7","V12","imptrad","ipfrule",-0.0535171516563249,0.0535171516563249,0.184815184815185,1,1
"FI","V19","V20","ipstrgv","ipsuces",-0.0665798558214759,0.0665798558214759,0.187812187812188,1,1
"FI","V4","V14","impfun","iphlppl",-0.0256501676871046,0.0256501676871046,0.203796203796204,1,1
"FI","V9","V10","ipbhprp","ipcrtiv",0.0432083420994596,0.0432083420994596,0.207792207792208,1,1
"FI","V1","V14","impdiff","iphlppl",0.0440443066586814,0.0440443066586814,0.222777222777223,1,1
"FI","V6","V15","impsafe","iplylfr",-0.0570635726500947,0.0570635726500947,0.235764235764236,1,1
"FI","V3","V6","impfree","impsafe",0.0321906745760516,0.0321906745760516,0.252747252747253,1,1
"FI","V5","V18","imprich","ipshabt",0.0433034894047593,0.0433034894047593,0.265734265734266,1,1
"FI","V6","V8","impsafe","ipadvnt",-0.0512924625419809,0.0512924625419809,0.274725274725275,1,1
"FI","V4","V13","impfun","ipgdtim",0.0370602823482722,0.0370602823482722,0.27972027972028,1,1
"FI","V1","V10","impdiff","ipcrtiv",-0.0392844503705865,0.0392844503705865,0.280719280719281,1,1
"FI","V1","V13","impdiff","ipgdtim",0.0409262677735212,0.0409262677735212,0.292707292707293,1,1
"FI","V14","V16","iphlppl","ipmodst",-0.0395025464722109,0.0395025464722109,0.294705294705295,1,1
"FI","V9","V14","ipbhprp","iphlppl",0.0268017101176079,0.0268017101176079,0.310689310689311,1,1
"FI","V3","V19","impfree","ipstrgv",0.0435460264863409,0.0435460264863409,0.310689310689311,1,1
"FI","V4","V15","impfun","iplylfr",0.0343986623352681,0.0343986623352681,0.32967032967033,1,1
"FI","V3","V20","impfree","ipsuces",-0.0407737950223303,0.0407737950223303,0.361638361638362,1,1
"FI","V14","V19","iphlppl","ipstrgv",0.0418240709731444,0.0418240709731444,0.363636363636364,1,1
"FI","V17","V18","iprspot","ipshabt",-0.0322615099685167,0.0322615099685167,0.393606393606394,1,1
"FI","V6","V19","impsafe","ipstrgv",-0.0337712734765392,0.0337712734765392,0.40959040959041,1,1
"FI","V14","V21","iphlppl","ipudrst",0.0327643682381775,0.0327643682381775,0.41958041958042,1,1
"FI","V9","V12","ipbhprp","ipfrule",-0.0303162792663966,0.0303162792663966,0.42957042957043,1,1
"FI","V2","V7","impenv","imptrad",-0.0312867523061229,0.0312867523061229,0.444555444555445,1,1
"FI","V5","V20","imprich","ipsuces",-0.0276310114360459,0.0276310114360459,0.455544455544456,1,1
"FI","V18","V20","ipshabt","ipsuces",-0.0261277218144463,0.0261277218144463,0.457542457542458,1,1
"FI","V3","V21","impfree","ipudrst",0.0362142923071639,0.0362142923071639,0.457542457542458,1,1
"FI","V9","V19","ipbhprp","ipstrgv",-0.0264017373309058,0.0264017373309058,0.501498501498502,1,1
"FI","V13","V20","ipgdtim","ipsuces",0.0433460967013135,0.0433460967013135,0.503496503496504,1,1
"FI","V8","V17","ipadvnt","iprspot",0.0452558888232913,0.0452558888232913,0.515484515484515,1,1
"FI","V2","V10","impenv","ipcrtiv",-0.0238237296683611,0.0238237296683611,0.531468531468531,1,1
"FI","V4","V20","impfun","ipsuces",-0.0232480431079488,0.0232480431079488,0.555444555444555,1,1
"FI","V15","V19","iplylfr","ipstrgv",0.0225153901146742,0.0225153901146742,0.562437562437562,1,1
"FI","V17","V20","iprspot","ipsuces",0.0227508183837923,0.0227508183837923,0.57042957042957,1,1
"FI","V1","V21","impdiff","ipudrst",-0.0186343815088593,0.0186343815088593,0.57042957042957,1,1
"FI","V6","V13","impsafe","ipgdtim",0.0427222986071364,0.0427222986071364,0.594405594405594,1,1
"FI","V5","V13","imprich","ipgdtim",0.0201613670955703,0.0201613670955703,0.606393606393606,1,1
"FI","V3","V8","impfree","ipadvnt",-0.0396208603457971,0.0396208603457971,0.625374625374625,1,1
"FI","V1","V4","impdiff","impfun",0.019434349267263,0.019434349267263,0.631368631368631,1,1
"FI","V4","V8","impfun","ipadvnt",-0.0192235373038704,0.0192235373038704,0.632367632367632,1,1
"FI","V9","V16","ipbhprp","ipmodst",-0.0161171896882506,0.0161171896882506,0.668331668331668,1,1
"FI","V1","V8","impdiff","ipadvnt",-0.0131521423700995,0.0131521423700995,0.685314685314685,1,1
"FI","V6","V7","impsafe","imptrad",-0.0142468480075114,0.0142468480075114,0.723276723276723,1,1
"FI","V10","V18","ipcrtiv","ipshabt",-0.0121582063397451,0.0121582063397451,0.726273726273726,1,1
"FI","V6","V9","impsafe","ipbhprp",0.0131786534599444,0.0131786534599444,0.735264735264735,1,1
"FI","V9","V17","ipbhprp","iprspot",-0.0125551719238958,0.0125551719238958,0.736263736263736,1,1
"FI","V6","V16","impsafe","ipmodst",-0.0121011936247067,0.0121011936247067,0.756243756243756,1,1
"FI","V7","V14","imptrad","iphlppl",0.0262077874988865,0.0262077874988865,0.759240759240759,1,1
"FI","V13","V14","ipgdtim","iphlppl",0.0223645003863427,0.0223645003863427,0.764235764235764,1,1
"FI","V5","V8","imprich","ipadvnt",-0.0104910627436053,0.0104910627436053,0.766233766233766,1,1
"FI","V2","V14","impenv","iphlppl",-0.0115618458511167,0.0115618458511167,0.771228771228771,1,1
"FI","V7","V9","imptrad","ipbhprp",0.0111515635617309,0.0111515635617309,0.78021978021978,1,1
"FI","V16","V21","ipmodst","ipudrst",0.0112817989271733,0.0112817989271733,0.791208791208791,1,1
"FI","V12","V17","ipfrule","iprspot",-0.0115961308695307,0.0115961308695307,0.792207792207792,1,1
"FI","V8","V20","ipadvnt","ipsuces",-0.00707433008561592,0.00707433008561592,0.832167832167832,1,1
"FI","V8","V13","ipadvnt","ipgdtim",-0.00899945377257268,0.00899945377257268,0.837162837162837,1,1
"FI","V8","V12","ipadvnt","ipfrule",0.0101320789682816,0.0101320789682816,0.847152847152847,1,1
"FI","V12","V16","ipfrule","ipmodst",-0.00756562918349135,0.00756562918349135,0.852147852147852,1,1
"FI","V2","V21","impenv","ipudrst",0.00644288499757116,0.00644288499757116,0.861138861138861,1,1
"FI","V12","V19","ipfrule","ipstrgv",-0.00728185943859366,0.00728185943859366,0.87012987012987,1,1
"FI","V5","V17","imprich","iprspot",-0.00533854579255508,0.00533854579255508,0.88011988011988,1,1
"FI","V2","V19","impenv","ipstrgv",-0.0051160417047023,0.0051160417047023,0.897102897102897,1,1
"FI","V2","V5","impenv","imprich",-0.00343723508237312,0.00343723508237312,0.914085914085914,1,1
"FI","V6","V12","impsafe","ipfrule",0.00393042978309306,0.00393042978309306,0.922077922077922,1,1
"FI","V11","V15","ipeqopt","iplylfr",0.00378754402768119,0.00378754402768119,0.924075924075924,1,1
"FI","V3","V10","impfree","ipcrtiv",0.000654119308546322,0.000654119308546322,0.99000999000999,1,1
"FI","V1","V2","impdiff","impenv",0,0,1,1,1
"FI","V1","V3","impdiff","impfree",0,0,1,1,1
"FI","V2","V4","impenv","impfun",0,0,1,1,1
"FI","V3","V4","impfree","impfun",0,0,1,1,1
"FI","V1","V5","impdiff","imprich",0,0,1,1,1
"FI","V3","V5","impfree","imprich",0,0,1,1,1
"FI","V4","V5","impfun","imprich",0,0,1,1,1
"FI","V1","V6","impdiff","impsafe",0,0,1,1,1
"FI","V2","V6","impenv","impsafe",0,0,1,1,1
"FI","V4","V6","impfun","impsafe",0,0,1,1,1
"FI","V5","V6","imprich","impsafe",0,0,1,1,1
"FI","V1","V7","impdiff","imptrad",0,0,1,1,1
"FI","V3","V7","impfree","imptrad",0,0,1,1,1
"FI","V4","V7","impfun","imptrad",0,0,1,1,1
"FI","V2","V8","impenv","ipadvnt",0,0,1,1,1
"FI","V7","V8","imptrad","ipadvnt",0,0,1,1,1
"FI","V2","V9","impenv","ipbhprp",0,0,1,1,1
"FI","V3","V9","impfree","ipbhprp",0,0,1,1,1
"FI","V4","V9","impfun","ipbhprp",0,0,1,1,1
"FI","V5","V9","imprich","ipbhprp",0,0,1,1,1
"FI","V8","V9","ipadvnt","ipbhprp",0,0,1,1,1
"FI","V4","V10","impfun","ipcrtiv",0,0,1,1,1
"FI","V6","V10","impsafe","ipcrtiv",0,0,1,1,1
"FI","V7","V10","imptrad","ipcrtiv",0,0,1,1,1
"FI","V1","V11","impdiff","ipeqopt",0,0,1,1,1
"FI","V3","V11","impfree","ipeqopt",0,0,1,1,1
"FI","V4","V11","impfun","ipeqopt",0,0,1,1,1
"FI","V5","V11","imprich","ipeqopt",0,0,1,1,1
"FI","V6","V11","impsafe","ipeqopt",0,0,1,1,1
"FI","V7","V11","imptrad","ipeqopt",0,0,1,1,1
"FI","V8","V11","ipadvnt","ipeqopt",0,0,1,1,1
"FI","V9","V11","ipbhprp","ipeqopt",0,0,1,1,1
"FI","V10","V11","ipcrtiv","ipeqopt",0,0,1,1,1
"FI","V1","V12","impdiff","ipfrule",0,0,1,1,1
"FI","V2","V12","impenv","ipfrule",0,0,1,1,1
"FI","V4","V12","impfun","ipfrule",0,0,1,1,1
"FI","V5","V12","imprich","ipfrule",0,0,1,1,1
"FI","V11","V12","ipeqopt","ipfrule",0,0,1,1,1
"FI","V2","V13","impenv","ipgdtim",0,0,1,1,1
"FI","V7","V13","imptrad","ipgdtim",0,0,1,1,1
"FI","V9","V13","ipbhprp","ipgdtim",0,0,1,1,1
"FI","V10","V13","ipcrtiv","ipgdtim",0,0,1,1,1
"FI","V11","V13","ipeqopt","ipgdtim",0,0,1,1,1
"FI","V12","V13","ipfrule","ipgdtim",0,0,1,1,1
"FI","V3","V14","impfree","iphlppl",0,0,1,1,1
"FI","V6","V14","impsafe","iphlppl",0,0,1,1,1
"FI","V8","V14","ipadvnt","iphlppl",0,0,1,1,1
"FI","V12","V14","ipfrule","iphlppl",0,0,1,1,1
"FI","V1","V15","impdiff","iplylfr",0,0,1,1,1
"FI","V3","V15","impfree","iplylfr",0,0,1,1,1
"FI","V5","V15","imprich","iplylfr",0,0,1,1,1
"FI","V8","V15","ipadvnt","iplylfr",0,0,1,1,1
"FI","V10","V15","ipcrtiv","iplylfr",0,0,1,1,1
"FI","V12","V15","ipfrule","iplylfr",0,0,1,1,1
"FI","V13","V15","ipgdtim","iplylfr",0,0,1,1,1
"FI","V1","V16","impdiff","ipmodst",0,0,1,1,1
"FI","V2","V16","impenv","ipmodst",0,0,1,1,1
"FI","V3","V16","impfree","ipmodst",0,0,1,1,1
"FI","V4","V16","impfun","ipmodst",0,0,1,1,1
"FI","V7","V16","imptrad","ipmodst",0,0,1,1,1
"FI","V8","V16","ipadvnt","ipmodst",0,0,1,1,1
"FI","V10","V16","ipcrtiv","ipmodst",0,0,1,1,1
"FI","V11","V16","ipeqopt","ipmodst",0,0,1,1,1
